"marsrutas","sustojimo data","M","BendrasAtstumas","BendrasSvoris","BendrasLaikas","BendraKaina"
164,2018-01-15,1,144.522,970.16,"09:32",37.05
164,2018-01-16,1,146.841,1406.27,"10:08",42.34
164,2018-01-17,1,144.733,1107.64,"10:52",38.4
164,2018-01-18,1,148.604,713.75,"09:48",37.98
164,2018-01-19,1,145.574,888.52,"09:37",37.14
164,2018-01-22,1,72.779,1177.79,"09:27",34.64
164,2018-01-23,1,187.921,498,"11:18",22.46
164,2018-01-24,1,180.821,612.95,"10:02",27.54
164,2018-01-25,1,156.587,694.95,"09:18",23.24
164,2018-01-26,1,193.238,795.56,"09:39",23.3
164,2018-01-29,1,175.343,867.53,"10:42",23.79
164,2018-01-30,1,186.556,1035.74,"09:51",30.07
164,2018-01-31,1,27.135,13.2,"00:52",53.42
165,2018-01-02,1,90.083,694.7,"08:35",34.04
165,2018-01-03,1,102.918,693.8,"08:54",33.84
165,2018-01-04,1,73.126,358.49,"07:19",30.29
165,2018-01-05,1,91.087,1024.5,"08:47",37.9
165,2018-01-08,1,63.553,804.6,"05:54",28.86
165,2018-01-09,1,89.336,892.15,"08:53",36.58
165,2018-01-10,1,100.821,631.25,"09:41",39.86
165,2018-01-11,1,107.131,820.85,"09:54",40.65
165,2018-01-15,1,77.987,440.82,"09:13",32.16
165,2018-01-16,1,76.352,427.94,"07:41",33.4
165,2018-01-17,1,104.49,1144.3,"10:24",44.42
165,2018-01-18,1,85.943,859.15,"08:47",37.84
165,2018-01-19,1,87.088,945.3,"09:27",40.59
165,2018-01-22,1,54.988,275.7,"05:16",20.21
165,2018-01-23,1,101.469,669.15,"09:51",41.77
165,2018-01-24,1,67.208,396.85,"06:23",29.83
165,2018-01-25,1,89.87,816.8,"09:01",37.24
165,2018-01-26,1,78.696,695.9,"08:06",39.33
165,2018-01-29,1,70.631,612.77,"09:19",24.34
165,2018-01-30,1,72.019,368.83,"08:20",34.45
165,2018-01-31,1,96.651,380.75,"13:10",43.8
166,2018-01-02,1,148.684,965.64,"09:53",23.22
166,2018-01-03,1,97.735,923.76,"09:05",30.45
166,2018-01-04,1,119.689,961.24,"11:34",39.75
166,2018-01-05,1,108.189,469.55,"08:19",24.25
166,2018-01-08,1,115.83,1170.65,"09:35",20.9
166,2018-01-09,1,124.098,1401.78,"10:51",32.54
166,2018-01-10,1,98.066,481.9,"08:15",16.73
166,2018-01-11,1,81.148,994.65,"08:45",25.13
166,2018-01-12,1,88.242,884.47,"08:48",31.27
166,2018-01-15,1,93.443,487.5,"07:41",14.22
166,2018-01-16,1,94.27,1182.6,"08:38",26.58
166,2018-01-22,1,78.569,637.6,"08:42",16.45
166,2018-01-23,1,142.001,1241.99,"10:52",24.95
166,2018-01-24,1,84.399,818.58,"08:10",21.85
166,2018-01-25,1,109.682,895.7,"10:14",21.53
166,2018-01-31,1,98.767,593.7,"09:32",41.68
167,2018-01-03,1,22.888,744.9,"07:40",41.82
167,2018-01-04,1,18.339,903.2,"09:42",44.15
167,2018-01-05,1,36.026,1081.5,"09:40",48.19
167,2018-01-08,1,76.591,420.45,"04:20",12.37
167,2018-01-09,1,97.755,1074.25,"06:58",34.12
167,2018-01-10,1,85.926,806.65,"06:52",30.51
167,2018-01-11,1,44.8,494.5,"03:18",19.39
167,2018-01-12,1,148,812.1,"07:01",29.17
167,2018-01-15,1,122.774,1052,"07:57",28.75
167,2018-01-16,1,75.261,434.5,"06:00",16.31
167,2018-01-17,1,23.295,280.3,"06:57",35.96
170,2018-01-02,1,95.174,395.13,"12:50",41.56
170,2018-01-03,1,105.204,711.33,"14:24",47.14
170,2018-01-04,1,122.522,793.91,"13:26",42.8
170,2018-01-05,1,83.731,1069.59,"10:34",41.49
170,2018-01-06,1,65,422.1,"03:40",16.42
170,2018-01-08,1,77.135,844.37,"10:06",39.55
170,2018-01-09,1,78.472,836.92,"11:19",49.07
170,2018-01-10,1,93.993,649.16,"14:04",46.13
170,2018-01-11,1,83.57,499.95,"10:33",40.91
170,2018-01-12,1,61.428,525.72,"09:16",38
170,2018-01-15,1,71.153,652.37,"10:00",41.44
170,2018-01-16,1,75.838,558.89,"10:08",43.58
170,2018-01-17,1,75.515,809.03,"11:13",51.48
170,2018-01-18,1,86.003,980,"11:38",49.45
170,2018-01-19,1,74.905,562.45,"09:53",39.2
170,2018-01-22,1,75.32,1006.49,"09:56",39.52
170,2018-01-23,1,83.47,728.52,"12:35",50.58
170,2018-01-24,1,59.018,559.51,"10:09",46.51
170,2018-01-25,1,69.766,438.39,"09:07",36.21
170,2018-01-26,1,65.227,631.38,"08:52",35.21
170,2018-01-29,1,74.504,609.67,"09:12",38.11
170,2018-01-30,1,70.869,433.89,"08:45",36.06
170,2018-01-31,1,79.238,540.83,"08:52",71.79
171,2018-01-02,1,85,480.8,"06:06",28.87
171,2018-01-03,1,39.776,649.84,"09:31",48.15
171,2018-01-04,1,73,473.79,"07:48",33.77
171,2018-01-08,1,84.172,793.75,"08:29",43.29
171,2018-01-09,1,20.163,683.54,"10:17",54.37
171,2018-01-10,1,77.371,539.2,"08:31",46.54
171,2018-01-11,1,80.927,417.91,"08:50",42.05
171,2018-01-12,1,94.796,494.87,"07:34",39.09
171,2018-01-15,1,88.923,463.18,"06:31",30.32
171,2018-01-16,1,17.306,469.71,"07:39",38.34
171,2018-01-17,1,86.926,556.97,"09:13",44.89
171,2018-01-19,1,72.422,676.42,"08:23",39.19
171,2018-01-22,1,119.762,303.95,"08:34",30.97
171,2018-01-23,1,82,470.6,"10:02",46.02
171,2018-01-24,1,22.315,222.27,"07:00",30.01
171,2018-01-25,1,23.954,334.19,"07:32",33.05
171,2018-01-26,1,24.405,470.05,"06:28",29.62
171,2018-01-29,1,110.042,299.45,"07:32",28.39
171,2018-01-30,1,82.027,290.35,"08:31",34.54
171,2018-01-31,1,91.733,319.75,"08:23",90.6
172,2018-01-03,1,123.189,421.38,"12:01",29.12
172,2018-01-04,1,74.818,404.67,"09:27",27.34
172,2018-01-05,1,87.14,366.39,"10:03",25.07
172,2018-01-08,1,68.678,261.24,"09:01",21.09
172,2018-01-09,1,93.243,344.21,"10:45",29.04
172,2018-01-10,1,43.026,341.51,"11:00",30.28
172,2018-01-11,1,89.219,236.87,"09:17",29.64
172,2018-01-12,1,63.559,282.65,"11:09",31.47
172,2018-01-15,1,17.914,276.13,"09:03",20.38
172,2018-01-16,1,94.027,283.19,"10:17",31.21
172,2018-01-17,1,82.08,640.56,"10:30",34.7
172,2018-01-18,1,120.442,301.61,"11:51",27.41
172,2018-01-19,1,123.199,535.06,"12:44",31.72
172,2018-01-22,1,93.653,601.16,"09:39",31.59
172,2018-01-23,1,101.693,360.55,"10:09",29.23
172,2018-01-24,1,75.941,396.53,"09:38",30.31
172,2018-01-25,1,69.256,204.78,"08:55",25.73
172,2018-01-26,1,75.846,324.33,"08:42",24.78
172,2018-01-29,1,75.002,205.12,"08:57",15.73
172,2018-01-30,1,84.777,223.66,"09:25",25.24
172,2018-01-31,1,92.714,230.13,"08:34",68.45
173,2018-01-02,1,133.513,296.79,"09:45",35.42
173,2018-01-03,1,127.285,270.3,"09:26",35.42
173,2018-01-04,1,132.632,181.5,"08:10",27.98
173,2018-01-05,1,115.316,244.44,"07:49",18.1
173,2018-01-08,1,157.497,315.26,"11:08",34.04
173,2018-01-09,1,172.52,589,"11:10",38.71
173,2018-01-10,1,119.836,350.24,"10:14",31.31
173,2018-01-11,1,157.613,285.9,"11:28",33.64
173,2018-01-12,1,118.687,351.64,"09:22",37.14
173,2018-01-15,1,140.344,206.21,"07:32",17.25
173,2018-01-16,1,104.297,340.8,"09:05",35.19
173,2018-01-17,1,128.317,344.64,"09:23",31.34
173,2018-01-18,1,106.298,354.55,"07:57",24.48
173,2018-01-19,1,119.079,355.38,"08:36",27.1
173,2018-01-22,1,151.224,414.82,"11:40",31.68
173,2018-01-23,1,185.346,408.95,"12:00",40.99
173,2018-01-24,1,170.157,333.84,"11:33",34.99
173,2018-01-25,1,131.582,163.01,"09:49",31.02
173,2018-01-26,1,101.554,356.78,"09:31",35.27
173,2018-01-29,1,122.408,180.34,"07:48",27.35
173,2018-01-30,1,111.221,257.45,"07:51",24.45
173,2018-01-31,1,109.5,498.42,"07:48",90.26
174,2018-01-02,1,83.784,448.64,"08:14",21.14
174,2018-01-03,1,86.107,305.58,"09:30",29.57
174,2018-01-04,1,112.514,418.56,"10:15",30.34
174,2018-01-05,1,96.561,386.59,"08:06",21.92
174,2018-01-08,1,71.613,384.26,"08:40",22.69
174,2018-01-09,1,82.477,350.25,"08:55",28.16
174,2018-01-10,1,93.768,352.95,"08:41",23.82
174,2018-01-11,1,73.254,252.31,"06:50",22.37
174,2018-01-12,1,92.828,368.33,"08:24",26
174,2018-01-15,1,114.31,385.9,"08:47",22.05
174,2018-01-16,1,48.439,570.09,"09:43",31.27
174,2018-01-17,1,91.49,551.19,"09:37",33.86
174,2018-01-18,1,89.422,332.67,"10:08",29.31
174,2018-01-19,1,78.174,288.4,"08:10",29.02
174,2018-01-22,1,88.668,503.99,"08:49",20.58
174,2018-01-23,1,90.703,555.58,"10:02",37.45
174,2018-01-24,1,80.739,288.05,"08:11",29.13
174,2018-01-25,1,86.36,218.13,"08:43",25.62
174,2018-01-26,1,75.686,154.61,"06:51",23.08
174,2018-01-29,1,80.966,179.94,"08:36",21.27
174,2018-01-30,1,81.045,610.44,"09:20",36.6
174,2018-01-31,1,94.474,343.62,"09:41",72.48
175,2018-01-02,1,126.105,1189.3,"08:49",36.42
175,2018-01-03,1,115.457,595.52,"09:10",35.7
175,2018-01-05,1,78.398,569.32,"09:33",35.61
175,2018-01-08,1,92.679,937.7,"10:39",34.57
175,2018-01-09,1,101.913,907.7,"08:37",42.67
175,2018-01-10,1,105.51,739.77,"09:06",42.49
175,2018-01-11,1,99.539,767.85,"08:45",35.63
175,2018-01-12,1,108.153,489.85,"08:44",30.84
175,2018-01-15,1,119.699,761.95,"08:54",28.34
175,2018-01-16,1,121.842,779.84,"08:53",36.75
175,2018-01-17,1,173.019,571.55,"09:11",33.91
175,2018-01-18,1,124.409,540.51,"08:49",31.68
175,2018-01-19,1,126.831,437.65,"08:45",28.53
175,2018-01-22,1,99.271,702.38,"09:51",31.26
175,2018-01-23,1,141.453,355.65,"08:52",28.28
175,2018-01-24,1,146.454,464,"08:11",28.12
175,2018-01-25,1,114.997,715.3,"08:54",35.62
175,2018-01-26,1,120.943,484.45,"09:03",28.39
175,2018-01-29,1,133.337,1030.6,"09:32",35.58
175,2018-01-30,1,193.796,587.55,"09:16",34.31
175,2018-01-31,1,137.981,463.75,"08:05",32.54
176,2018-01-08,1,80.863,489.27,"11:44",22.79
176,2018-01-09,1,66,685,"12:14",31.11
176,2018-01-10,1,66.141,359.35,"11:35",23.8
176,2018-01-11,1,98,348.5,"11:08",27.4
176,2018-01-12,1,82.489,440.83,"11:38",31.47
176,2018-01-15,1,86.649,568.72,"11:37",28.33
176,2018-01-16,1,84.993,506.09,"11:37",25.29
176,2018-01-17,1,93.432,218.08,"11:45",19.73
176,2018-01-18,1,49.607,843.87,"11:37",34.55
176,2018-01-19,1,89.36,742.69,"11:25",26.49
176,2018-01-22,1,89.88,760.22,"11:19",20.78
176,2018-01-23,1,86.886,835.57,"13:08",34.73
176,2018-01-24,1,82.804,806.98,"12:31",30.75
176,2018-01-25,1,103.008,645.5,"12:46",34.06
176,2018-01-26,1,92.246,573.24,"11:44",26.63
176,2018-01-29,1,70.293,368.95,"11:41",20.3
176,2018-01-30,1,79.122,532.49,"12:31",27.05
176,2018-01-31,1,82.614,903.43,"12:03",79.07
177,2018-01-04,1,47.901,466.25,"09:09",23.53
179,2018-01-08,1,31.084,58.9,"06:59",6.77
179,2018-01-09,1,36.915,19.55,"05:54",5.57
179,2018-01-10,1,67,130.4,"07:09",5.79
179,2018-01-11,1,33.634,153.93,"06:15",7.18
179,2018-01-12,1,29.738,148.11,"14:32",6.32
179,2018-01-15,1,27.169,316.25,"05:49",8.71
179,2018-01-16,1,31.925,406,"06:55",7.54
179,2018-01-17,1,29.967,368.05,"07:24",8.95
179,2018-01-18,1,51,322.01,"10:22",15.37
179,2018-01-29,1,37.987,128.2,"07:09",8.74
179,2018-01-30,1,101.836,442.23,"11:40",22.6
179,2018-01-31,1,123.353,58.13,"09:12",8.65
181,2018-01-02,1,20.045,1265.24,"13:34",21.8
181,2018-01-03,1,16.785,901.01,"12:16",24.71
181,2018-01-05,1,21.753,1130.69,"11:04",23.3
201,2018-01-02,1,53.199,161.75,"08:41",22.73
201,2018-01-03,1,53.264,314.22,"08:42",25.88
201,2018-01-04,1,56.72,390.7,"09:28",26.95
201,2018-01-05,1,53.49,445.63,"09:47",30.77
201,2018-01-08,1,59.963,413.35,"08:39",30.94
201,2018-01-09,1,55.915,500.65,"09:02",29.41
201,2018-01-10,1,57.424,488.52,"09:17",33.61
201,2018-01-11,1,58.223,427.15,"08:44",34.91
201,2018-01-12,1,54.066,647.09,"09:26",31.42
201,2018-01-13,1,26.746,369.6,"04:21",17.81
201,2018-01-15,1,58.758,366.32,"08:46",23.09
201,2018-01-16,1,56.052,504,"09:43",26.65
201,2018-01-17,1,57.239,641.35,"09:04",34.52
201,2018-01-18,1,62.257,777.78,"09:15",36.78
201,2018-01-19,1,61.075,732.23,"09:14",33.93
201,2018-01-22,1,60.688,341.15,"09:18",27.82
201,2018-01-23,1,55.455,665.3,"09:44",35.13
201,2018-01-24,1,56.067,701.45,"09:31",35.12
201,2018-01-25,1,55.557,730.6,"09:43",36.67
201,2018-01-26,1,48.984,458.55,"08:55",28.8
201,2018-01-29,1,48.911,1020.01,"11:37",27.8
201,2018-01-30,1,54.409,627.29,"09:36",34.26
201,2018-01-31,1,55.962,675.75,"09:40",37.09
202,2018-01-02,1,48.046,564.3,"08:48",26.54
202,2018-01-03,1,53.977,994.41,"09:41",35.05
202,2018-01-04,1,59.595,744.63,"09:08",34.32
202,2018-01-05,1,46.538,604.67,"09:05",33.26
202,2018-01-08,1,58,728.05,"08:28",35.78
202,2018-01-09,1,53.638,861.26,"09:22",43.29
202,2018-01-10,1,47,622.11,"08:37",33.13
202,2018-01-11,1,61.601,706.06,"08:14",37.38
202,2018-01-12,1,54.292,759.91,"08:55",33.13
202,2018-01-15,1,55.562,590.26,"09:10",35.7
202,2018-01-16,1,34.209,1418.76,"09:09",41.66
202,2018-01-17,1,35.979,1006.08,"08:38",41.77
202,2018-01-18,1,60.175,1141.5,"08:36",33.82
202,2018-01-19,1,72.732,728.85,"09:04",33.39
202,2018-01-20,1,61.85,184.65,"04:01",12
202,2018-01-22,1,47.921,642.56,"09:01",28.76
202,2018-01-23,1,49.468,1077.61,"09:46",40.49
202,2018-01-24,1,49.523,626.6,"08:37",37.19
202,2018-01-25,1,55.396,889.87,"10:13",32.2
202,2018-01-26,1,47.945,1083.95,"08:57",40.85
202,2018-01-29,1,64.311,544.83,"08:41",28.68
202,2018-01-30,1,52.883,856.83,"08:58",37.31
202,2018-01-31,1,53.033,1284.11,"10:47",43.84
203,2018-01-02,1,90.558,935.8,"09:49",28.71
203,2018-01-03,1,80.98,978.3,"11:12",32.36
203,2018-01-04,1,70.791,1215.37,"11:16",36.59
203,2018-01-05,1,76.951,1161.45,"11:35",34.84
203,2018-01-08,1,79.664,1361.78,"10:45",38.28
203,2018-01-09,1,74.586,1356.25,"10:29",38.2
203,2018-01-10,1,73.998,904.55,"10:38",39.34
203,2018-01-11,1,77.705,1160.84,"10:46",35.31
203,2018-01-12,1,81.903,645.25,"11:12",32.53
203,2018-01-15,1,81.024,785.01,"10:16",29.97
203,2018-01-16,1,77.814,1422.32,"10:14",35.3
203,2018-01-17,1,62.738,755.44,"11:25",35.99
203,2018-01-18,1,74.792,1026.05,"11:16",38.5
203,2018-01-19,1,71.658,1062.76,"11:11",30.97
203,2018-01-22,1,83.738,1182.63,"10:48",36.18
203,2018-01-23,1,69.971,884.42,"11:05",35.97
203,2018-01-24,1,71.487,1145.21,"11:26",36.33
203,2018-01-25,1,72.847,996.01,"10:37",35.17
203,2018-01-26,1,66.257,684.77,"10:28",32.65
203,2018-01-27,1,50.74,251.35,"04:33",15.68
203,2018-01-29,1,60.312,1222.46,"10:41",39.14
203,2018-01-30,1,49.367,1438.1,"11:51",40.23
203,2018-01-31,1,69.609,1651.42,"10:41",43.52
204,2018-01-02,1,175.641,296.88,"05:26",23.68
204,2018-01-03,1,194.722,787.81,"07:13",46.76
204,2018-01-04,1,184.485,684.79,"06:43",37.08
204,2018-01-05,1,210.526,516,"07:00",43
204,2018-01-08,1,172.534,315.56,"06:06",28.3
204,2018-01-09,1,211.733,627.63,"08:06",53.16
204,2018-01-10,1,220.648,902.1,"08:43",58.67
204,2018-01-11,1,234.508,449.4,"08:39",50.51
204,2018-01-12,1,197.212,524.65,"07:32",42.14
204,2018-01-15,1,176.104,526.85,"06:07",36.22
204,2018-01-16,1,247.542,683.55,"08:20",44.54
204,2018-01-17,1,191.312,526.2,"06:44",40.36
204,2018-01-18,1,209.59,562.84,"09:22",52.92
204,2018-01-19,1,192.659,651.95,"06:56",42.98
204,2018-01-22,1,206.497,429.13,"06:31",35.67
204,2018-01-23,1,200.079,653.84,"07:37",47.82
204,2018-01-24,1,205.812,458.47,"06:55",41.68
204,2018-01-25,1,223.619,570.32,"07:06",46.69
204,2018-01-26,1,157.103,425.05,"05:44",36.91
204,2018-01-29,1,203.659,669.71,"06:23",38.48
204,2018-01-30,1,204.579,661.11,"07:20",48.28
204,2018-01-31,1,198.985,552.3,"06:49",45.7
205,2018-01-02,1,83.455,1441.55,"10:53",34.51
205,2018-01-03,1,71.676,894.85,"10:03",33.98
205,2018-01-04,1,71.8,1136.97,"10:39",36.68
205,2018-01-05,1,74.797,755.63,"09:47",30.68
205,2018-01-08,1,92.059,960.69,"10:47",39.33
205,2018-01-09,1,62.535,389.07,"09:21",25.43
205,2018-01-10,1,79.808,1072.39,"10:29",35.98
205,2018-01-11,1,44.927,1351.65,"10:11",37.1
205,2018-01-12,1,84.461,381.83,"10:01",28.08
205,2018-01-15,1,70.046,261.35,"07:45",19.1
205,2018-01-16,1,76.675,1655.29,"10:07",39.1
205,2018-01-17,1,69.06,753.45,"08:52",27.43
205,2018-01-18,1,78.278,1344.15,"10:18",36.43
205,2018-01-19,1,51.641,578.25,"08:21",28.21
205,2018-01-22,1,57.121,1113.69,"10:47",33.22
205,2018-01-23,1,70.045,1213.1,"10:28",35.29
205,2018-01-24,1,73,586.39,"10:01",27.86
205,2018-01-25,1,71.388,1817.69,"10:19",32.87
205,2018-01-29,1,92.26,985.62,"10:35",35.93
205,2018-01-30,1,78.877,1411.63,"10:27",38.28
205,2018-01-31,1,68.81,1252.47,"10:00",39.58
206,2018-01-02,1,78.616,1383.94,"09:45",31.42
206,2018-01-03,1,58.466,634.7,"09:10",28.96
206,2018-01-04,1,75.843,697.85,"10:53",33.08
206,2018-01-05,1,75.183,814.24,"08:39",29.2
206,2018-01-22,1,52.824,276.3,"06:53",19.82
206,2018-01-23,1,61.029,684.94,"11:11",35.9
206,2018-01-24,1,56.896,518.93,"09:02",28.67
206,2018-01-25,1,46.488,528.87,"09:30",31.43
206,2018-01-26,1,43.831,460.55,"05:52",20.8
206,2018-01-29,1,88.217,366.61,"08:57",21.55
206,2018-01-30,1,41.468,1034.85,"08:18",31.99
206,2018-01-31,1,58.529,905.9,"11:05",34.71
207,2018-01-02,1,187.922,368.01,"09:27",27.6
207,2018-01-03,1,222.701,584.86,"13:09",40.78
207,2018-01-04,1,178.242,332.13,"09:18",37.72
207,2018-01-05,1,189.257,672.8,"09:14",31.22
207,2018-01-09,1,201.346,654.4,"12:02",47.65
207,2018-01-10,1,193.526,796.45,"11:42",46.9
207,2018-01-11,1,187.059,334.1,"10:32",32.73
207,2018-01-12,1,211.443,445.52,"11:04",39.5
207,2018-01-15,1,244,304.9,"10:05",32.72
207,2018-01-16,1,190.24,426.68,"11:47",42.1
207,2018-01-17,1,174.059,711.91,"10:37",39.04
207,2018-01-18,1,186.174,220.9,"10:18",35.8
207,2018-01-19,1,179.462,886.8,"09:44",33.39
207,2018-01-22,1,194.558,431.26,"09:55",34.63
207,2018-01-23,1,182.703,392.51,"10:00",30.89
207,2018-01-24,1,195.264,543.59,"11:47",41.75
207,2018-01-25,1,177.5,484.87,"10:19",36.26
207,2018-01-26,1,208.363,691.45,"10:41",34.98
207,2018-01-29,1,190.429,197.63,"09:15",31.69
207,2018-01-30,1,189.532,541.55,"10:40",41.14
207,2018-01-31,1,180.043,398.66,"10:22",37.1
208,2018-01-02,1,378.086,186.7,"07:47",36.32
208,2018-01-03,1,354.596,597.05,"08:26",43.08
208,2018-01-04,1,361.214,316.1,"07:46",38.86
208,2018-01-05,1,355.277,230.65,"07:38",34.14
208,2018-01-08,1,339.773,205.05,"07:27",42.82
208,2018-01-09,1,374.535,394.45,"09:11",57.74
208,2018-01-10,1,400.324,356.1,"09:02",56.57
208,2018-01-11,1,360.304,490.15,"10:18",54.54
208,2018-01-12,1,367.734,270.05,"08:31",47.99
208,2018-01-15,1,363.584,326.7,"08:08",40.45
208,2018-01-16,1,378.754,570.75,"09:30",55.1
208,2018-01-17,1,335.746,540.35,"09:44",50.48
208,2018-01-18,1,342.222,467.2,"08:18",51.14
208,2018-01-19,1,371.692,350.8,"08:29",51.1
208,2018-01-22,1,351.597,556.15,"06:42",33.73
208,2018-01-23,1,355.808,743.85,"10:01",57.2
208,2018-01-24,1,397.19,615.3,"09:52",58.76
208,2018-01-25,1,375.051,700.05,"09:34",51.39
208,2018-01-29,1,375.929,231.2,"08:04",35.9
208,2018-01-30,1,295.661,583.6,"09:34",60.74
208,2018-01-31,1,348.952,478.2,"09:55",52.17
209,2018-01-02,1,224.959,235.8,"05:38",22.22
209,2018-01-03,1,227.081,276.8,"05:38",35.42
209,2018-01-04,1,252.974,474.25,"11:44",39.62
209,2018-01-05,1,239.326,241.8,"04:57",28.51
209,2018-01-08,1,260.644,462.2,"05:52",36.95
209,2018-01-09,1,257.913,599.55,"10:47",52.55
209,2018-01-10,1,252.037,396.2,"06:23",42.52
209,2018-01-11,1,225.114,315,"06:15",35.38
209,2018-01-12,1,231.91,327.56,"07:15",39.12
209,2018-01-15,1,239.217,533.45,"06:39",44.32
209,2018-01-16,1,260.917,358.5,"07:13",39.07
209,2018-01-17,1,213.023,283.95,"06:23",31.38
209,2018-01-18,1,241.419,339.16,"05:49",32.08
209,2018-01-19,1,223.694,385.7,"11:23",33.98
209,2018-01-22,1,257.094,208.6,"05:40",31.59
209,2018-01-23,1,232.251,555.09,"07:21",45.11
209,2018-01-24,1,237.527,469.31,"05:31",35.05
209,2018-01-25,1,46.922,462.1,"05:35",35.85
209,2018-01-26,1,211.602,513.9,"05:32",35.71
209,2018-01-29,1,248.286,464.35,"12:30",35.93
209,2018-01-30,1,259.902,394.75,"07:36",45.8
209,2018-01-31,1,236.976,429.45,"06:43",41.21
210,2018-01-09,1,108.927,4521.85,"09:16",27.73
210,2018-01-10,1,110.028,3701.5,"09:43",25.03
210,2018-01-11,1,122.958,6864.45,"09:40",32.72
210,2018-01-12,1,114.666,3638.4,"09:04",27.77
210,2018-01-15,1,259.872,116.85,"07:58",31.98
210,2018-01-16,1,302.215,310,"10:13",56.28
210,2018-01-17,1,297.546,341.15,"08:36",46.69
210,2018-01-18,1,271.351,345.06,"08:20",37.16
210,2018-01-19,1,267.679,290.45,"08:29",38.08
210,2018-01-22,1,296.135,511.95,"09:39",33.21
210,2018-01-23,1,278.127,263.85,"08:39",40.37
210,2018-01-24,1,283.796,315.9,"07:45",46.02
210,2018-01-25,1,259.156,343.27,"07:06",46.43
210,2018-01-26,1,299.963,335.2,"07:40",42.53
210,2018-01-29,1,251.796,198.25,"06:49",28.48
210,2018-01-30,1,290.062,319.95,"07:37",41.6
210,2018-01-31,1,276.869,267.61,"09:15",53.01
211,2018-01-02,1,119.341,431.07,"08:19",19.78
211,2018-01-03,1,110.995,917.31,"11:22",31.29
211,2018-01-04,1,117.413,1288.15,"09:54",31.14
211,2018-01-05,1,116.003,1095.75,"10:36",32.23
211,2018-01-08,1,104.905,615.83,"08:30",25.59
211,2018-01-09,1,112.728,1505.96,"10:46",40.58
211,2018-01-10,1,115.836,1396.92,"09:48",40.21
211,2018-01-11,1,92.076,1477.45,"12:13",37.28
211,2018-01-15,1,100.47,1276.52,"10:05",30.59
211,2018-01-16,1,95.593,630.11,"08:53",32.33
211,2018-01-17,1,105.659,1122.13,"11:14",33.53
211,2018-01-18,1,93.3,1678.1,"10:55",38.58
211,2018-01-19,1,119.749,1133.1,"10:18",31.13
211,2018-01-23,1,94.832,763.83,"09:27",28.06
211,2018-01-24,1,94.735,596.93,"09:03",26.41
211,2018-01-25,1,104.966,703.5,"09:09",22.65
211,2018-01-26,1,112.559,1226.01,"10:00",42.74
211,2018-01-29,1,104.438,1481.16,"10:08",43.48
211,2018-01-30,1,122.438,1436.34,"11:12",36.89
211,2018-01-31,1,31.913,741.05,"09:37",25.12
212,2018-01-02,1,163.804,706.25,"12:01",25.43
212,2018-01-03,1,137.787,399.31,"07:32",21.57
212,2018-01-04,1,138.038,923.95,"07:35",22.83
212,2018-01-05,1,48.41,398.4,"05:57",22.27
212,2018-01-08,1,157.081,1125.64,"09:50",33.49
212,2018-01-09,1,159.558,799.8,"07:59",26.85
212,2018-01-10,1,157.459,734.35,"08:20",25.32
212,2018-01-11,1,132.532,915.29,"10:38",36.46
212,2018-01-12,1,150.261,917.36,"08:50",27.24
212,2018-01-15,1,146.877,1059.6,"10:01",34.9
212,2018-01-16,1,121.206,332.34,"09:54",25.48
212,2018-01-17,1,145.695,664.01,"09:56",33.99
212,2018-01-18,1,127.26,529.95,"08:07",28.42
212,2018-01-19,1,137.008,457.66,"08:26",22.53
212,2018-01-22,1,143.907,789.81,"10:33",29.36
212,2018-01-23,1,155.79,686.05,"10:39",30.2
212,2018-01-24,1,127.8,497.76,"09:38",30.56
212,2018-01-25,1,140.275,863.82,"09:02",36.5
212,2018-01-26,1,142.379,260.43,"08:24",25.55
212,2018-01-29,1,131.401,675.23,"07:23",27.51
212,2018-01-30,1,82.572,1055.49,"09:14",37.53
212,2018-01-31,1,135.257,1181.76,"09:09",39.81
213,2018-01-02,1,303.067,131.6,"06:29",25.46
213,2018-01-03,1,301.039,225.35,"09:35",41.92
213,2018-01-04,1,295.017,144.95,"07:01",33.2
213,2018-01-05,1,327.455,217.25,"07:53",33.95
213,2018-01-08,1,310.758,150.85,"06:42",30.42
213,2018-01-09,1,303.17,212.25,"08:43",47.04
213,2018-01-10,1,274.597,364.2,"08:01",43.72
213,2018-01-11,1,299.678,143.1,"08:06",38.58
213,2018-01-12,1,304.454,220.4,"08:41",41.07
213,2018-01-15,1,256.831,144.1,"06:00",22.33
213,2018-01-16,1,296.898,252.65,"09:27",51.95
213,2018-01-17,1,267.849,239.85,"07:56",40.88
213,2018-01-18,1,313.654,447.7,"08:09",42.31
213,2018-01-19,1,257.804,148.35,"06:41",27.01
213,2018-01-22,1,282.25,150.35,"07:16",26.57
213,2018-01-23,1,319.253,261.6,"09:03",39.83
213,2018-01-24,1,334.95,600.9,"12:25",43.02
213,2018-01-25,1,271.734,155.9,"07:29",35.14
213,2018-01-26,1,310.451,218.56,"08:38",43.48
213,2018-01-29,1,271.43,248.4,"06:24",29.44
213,2018-01-30,1,314.61,224.3,"08:29",40.06
213,2018-01-31,1,305.023,256.78,"08:41",47.06
214,2018-01-02,1,135.563,242.51,"08:16",26.82
214,2018-01-03,1,197.142,430.4,"13:39",23.42
214,2018-01-04,1,48.43,596.12,"05:23",22.09
214,2018-01-05,1,87.735,518.15,"07:50",24.91
